estimated_study_hours,hours_left_until_deadline,completion_percentage,difficulty,risk_level
6.1,8.6,30.3,Medium,Medium
10.0,2.1,13.3,Easy,High
4.6,54.7,22.3,Hard,Low
11.2,35.0,36.2,Easy,Low
3.9,89.9,64.8,Medium,Low
9.4,58.6,67.3,Medium,Low
4.3,19.7,35.3,Medium,Low
9.3,130.4,66.3,Easy,Low
18.8,19.7,35.4,Medium,Medium
8.8,140.6,92.8,Easy,Low
11.3,8.1,9.6,Easy,High
14.3,19.9,44.1,Easy,Medium
2.4,129.3,80.4,Hard,Low
5.1,107.9,76.3,Hard,Low
17.3,10.6,21.6,Easy,High
14.7,13.7,56.6,Hard,Medium
17.0,1.1,0.1,Medium,High
5.2,62.4,74.1,Medium,Low
7.2,96.8,94.2,Easy,Low
19.2,2.3,31.7,Easy,High
4.4,16.7,65.6,Hard,Low
2.8,142.9,46.9,Hard,Low
14.7,17.3,51.9,Easy,Medium
6.2,142.9,50.3,Hard,Low
2.4,58.9,81.1,Medium,Low
7.6,10.9,42.2,Medium,Medium
12.7,19.2,10.2,Medium,Medium
13.0,34.6,48.6,Medium,Low
16.6,2.3,38.0,Hard,High
19.0,16.4,2.5,Easy,High
9.4,148.7,78.0,Hard,Low
7.1,9.5,18.6,Hard,High
8.4,15.5,38.4,Hard,Medium
5.8,114.5,95.4,Medium,Low
10.8,11.2,11.6,Hard,High
5.6,105.8,69.2,Medium,Low
7.9,20.8,20.5,Medium,Medium
7.4,14.3,39.7,Easy,Low
5.3,144.2,77.8,Easy,Low
4.4,64.5,62.5,Easy,Low
7.2,18.5,11.1,Hard,Medium
5.2,149.0,92.0,Medium,Low
12.7,25.2,36.0,Easy,Medium
13.5,23.6,31.7,Hard,Medium
9.1,41.3,68.1,Medium,Low
6.2,112.0,96.6,Medium,Low
4.8,95.6,42.4,Easy,Low
14.9,16.9,63.1,Easy,Medium
14.6,24.6,22.9,Medium,Medium
19.6,13.8,34.9,Medium,High
6.3,36.6,64.1,Easy,Low
7.4,66.1,54.3,Medium,Low
16.6,16.6,9.2,Medium,High
3.9,45.6,30.2,Easy,Low
12.5,11.6,19.2,Medium,High
3.6,23.4,26.1,Easy,Low
3.7,158.9,73.8,Medium,Low
3.7,85.9,82.0,Hard,High
13.0,3.2,21.4,Medium,High
4.4,43.9,75.6,Hard,Low
9.7,41.9,40.4,Medium,Low
4.9,97.7,62.1,Medium,Low
6.0,146.2,75.2,Easy,Low
10.6,30.5,50.9,Medium,Low
16.4,2.5,33.4,Medium,High
14.7,40.0,35.9,Medium,Low
5.5,7.1,28.2,Easy,Medium
5.9,34.6,33.0,Hard,Low
9.6,18.8,67.1,Hard,Low
8.1,48.5,49.4,Hard,Low
8.8,16.4,31.9,Hard,Medium
13.8,12.7,55.3,Easy,Medium
18.7,12.5,24.8,Medium,High
8.6,19.1,26.8,Easy,Medium
15.7,7.4,10.3,Hard,High
7.6,14.6,29.0,Medium,Medium
1.4,104.0,48.2,Medium,Low
2.2,142.6,55.0,Easy,Low
10.2,56.0,28.7,Medium,Low
12.7,0.8,23.0,Easy,High
12.8,14.3,15.6,Medium,High
7.2,57.7,47.6,Easy,Low
1.7,55.3,97.3,Easy,Low
5.4,58.4,63.1,Medium,Low
5.5,12.4,2.4,Hard,Medium
6.6,162.4,49.6,Medium,Low
9.2,35.4,67.6,Medium,Low
12.8,60.0,67.0,Medium,Low
1.6,70.8,75.6,Easy,Low
7.6,45.6,55.3,Hard,Low
12.0,56.7,47.8,Medium,Low
5.7,18.1,17.3,Easy,Low
3.9,12.3,39.7,Hard,Low
7.0,146.9,48.9,Easy,Low
17.5,1.8,6.5,Medium,High
13.9,33.6,25.0,Medium,Medium
1.2,100.7,50.0,Easy,Low
14.4,16.5,39.2,Hard,High
2.1,106.9,58.3,Easy,Low
4.4,50.7,41.4,Medium,Low
12.7,19.7,50.7,Hard,Medium
3.7,143.1,98.0,Hard,Low
11.0,2.1,21.7,Medium,High
12.4,19.1,8.0,Hard,High
3.8,118.9,75.1,Medium,Low
7.5,20.1,52.1,Medium,Low
6.0,40.7,95.7,Easy,Low
1.8,91.1,70.1,Hard,Low
18.3,15.6,30.6,Hard,High
9.3,89.7,86.3,Hard,Low
7.3,8.0,31.5,Hard,High
12.2,11.2,30.3,Medium,High
10.6,13.9,35.2,Medium,Medium
15.8,3.1,31.7,Medium,High
7.2,33.4,34.6,Medium,Low
14.4,28.3,44.5,Medium,Medium
9.5,22.3,26.4,Hard,Medium
6.0,87.4,55.2,Easy,Low
9.2,12.6,21.7,Easy,Medium
7.3,9.7,34.1,Medium,Medium
9.5,28.2,41.2,Medium,Low
4.2,124.3,64.7,Easy,Low
16.6,14.9,12.5,Hard,High
7.1,88.1,79.7,Medium,Low
14.7,14.0,33.2,Easy,Medium
8.0,37.4,56.7,Hard,Low
11.7,26.1,35.0,Medium,Medium
7.8,14.2,61.9,Easy,Low
2.8,101.1,97.8,Medium,Low
12.0,26.9,20.4,Hard,Medium
14.7,13.3,30.4,Easy,Medium
2.4,62.2,69.5,Easy,Low
3.1,48.0,33.3,Hard,Low
7.3,145.5,70.4,Easy,Low
5.8,40.3,41.3,Hard,Low
8.3,26.1,20.3,Hard,Medium
6.2,4.3,23.1,Easy,High
8.4,5.1,27.1,Medium,High
8.1,49.8,55.1,Hard,Low
8.5,5.8,14.6,Medium,High
7.9,17.1,7.8,Medium,Medium
10.9,13.6,38.6,Easy,Medium
11.6,4.5,8.9,Easy,High
2.2,152.8,86.4,Medium,Low
7.0,10.8,33.0,Hard,Medium
17.3,16.6,22.5,Medium,High
8.7,90.5,42.1,Easy,Low
3.0,58.2,47.5,Hard,Low
9.0,95.0,64.8,Easy,Low
11.5,11.0,30.4,Medium,High
9.8,40.3,50.3,Hard,Low
6.7,28.2,24.8,Medium,High
6.4,45.9,50.8,Easy,Low
13.3,17.6,44.9,Medium,Medium
4.0,89.0,43.6,Easy,Low
18.6,10.8,5.2,Hard,High
11.8,51.3,20.7,Hard,Low
9.3,4.9,31.2,Easy,High
10.9,18.6,24.2,Medium,Medium
2.7,57.6,41.9,Medium,Low
11.0,58.8,27.3,Easy,Low
7.0,23.0,58.2,Medium,Low
10.1,37.6,66.9,Hard,Low
17.2,10.4,34.1,Hard,High
5.3,15.1,46.0,Easy,Low
7.9,12.3,1.6,Easy,Medium
14.9,14.6,25.6,Easy,Medium
13.9,13.9,62.1,Medium,Medium
14.3,28.2,55.6,Medium,Low
7.2,34.6,24.0,Hard,Low
9.2,89.7,63.6,Medium,Low
12.0,15.2,51.2,Medium,Medium
8.1,2.9,32.2,Hard,High
9.5,9.9,5.8,Hard,High
3.2,140.7,47.6,Easy,Low
9.8,45.6,67.4,Easy,Low
13.1,10.0,23.4,Hard,High
12.8,19.7,27.9,Medium,Medium
5.6,14.8,69.6,Easy,Low
4.5,17.3,45.5,Easy,Low
14.9,53.2,32.4,Easy,Low
16.8,3.8,22.8,Easy,High
6.1,16.9,34.3,Hard,Medium
7.5,153.0,85.8,Easy,Low
6.0,129.2,51.5,Medium,Low
20.0,16.8,17.9,Hard,High
7.3,35.0,65.0,Medium,Low
2.8,118.6,75.5,Hard,Low
14.3,45.1,65.3,Medium,Low
13.0,9.7,18.4,Medium,High
11.8,1.3,33.7,Medium,High
10.9,42.5,42.2,Hard,Low
5.0,137.3,53.1,Easy,Low
4.1,144.4,82.8,Hard,Low
13.4,44.2,68.6,Medium,Low
14.2,31.7,59.7,Easy,Low
15.5,11.8,2.8,Medium,High
1.5,70.6,94.3,Hard,Low
3.3,31.1,67.5,Medium,Low
2.2,52.2,89.2,Hard,Low
7.1,17.3,51.6,Hard,Medium
19.6,13.1,17.5,Easy,High
7.9,21.9,54.1,Hard,Low
18.5,11.3,0.7,Medium,High
16.5,5.3,6.7,Easy,High
10.8,14.2,14.0,Medium,High
17.8,4.0,9.6,Medium,High
9.7,56.2,59.9,Easy,Low
7.8,103.2,85.6,Hard,Low
8.4,116.2,90.3,Easy,Low
19.7,10.8,35.7,Hard,High
7.9,8.3,35.5,Easy,Medium
8.7,92.5,94.7,Medium,Low
5.1,140.2,59.7,Hard,Low
9.6,47.7,73.7,Hard,Low
18.5,1.1,11.6,Easy,High
10.7,19.6,61.4,Medium,Low
16.4,8.4,39.6,Hard,High
4.7,12.2,32.3,Medium,Medium
19.2,6.9,26.4,Hard,Low
5.3,18.1,35.8,Hard,Low
9.6,13.4,46.7,Hard,Medium
7.4,16.0,14.3,Medium,Medium
9.3,49.5,36.1,Medium,Low
8.3,0.9,17.3,Hard,High
7.4,17.9,13.0,Hard,Medium
7.2,5.4,34.9,Hard,High
17.6,15.1,26.9,Medium,Medium
5.4,36.2,25.5,Medium,Low
5.4,101.8,93.3,Easy,Low
15.8,1.6,4.9,Hard,High
9.3,63.1,54.8,Hard,Low
9.3,46.3,30.7,Hard,Low
9.8,2.4,36.0,Easy,High
20.0,1.9,4.5,Medium,High
3.3,34.5,21.9,Hard,Low
4.7,79.4,49.3,Medium,High
4.7,12.1,45.6,Easy,Low
17.6,3.7,11.9,Hard,High
10.7,18.3,28.8,Medium,Medium
4.6,24.1,58.2,Easy,Low
14.9,3.9,20.3,Medium,High
5.6,47.4,36.1,Medium,Low
11.6,45.5,30.1,Medium,Low
11.7,0.5,39.9,Medium,High
20.0,11.6,10.0,Hard,High
3.3,47.7,65.1,Hard,Low
10.0,16.0,1.9,Easy,Medium
11.3,14.2,6.8,Hard,High
2.5,133.3,62.8,Hard,Low
9.4,45.4,71.3,Hard,Low
13.8,12.0,1.2,Hard,Low
4.7,24.7,68.5,Easy,Low
3.0,20.5,31.6,Medium,Low
6.2,20.1,52.8,Medium,Low
8.3,64.5,77.5,Medium,Low
4.7,142.4,61.2,Easy,Low
3.0,126.1,51.9,Easy,Low
8.9,12.6,36.2,Easy,Medium
9.2,55.2,41.9,Medium,Low
18.4,15.5,6.3,Hard,High
16.6,18.1,37.8,Easy,Medium
8.5,27.8,65.6,Easy,Low
3.6,65.5,53.1,Easy,Low
5.2,46.5,49.6,Easy,Low
8.7,24.5,26.7,Medium,Medium
1.2,68.4,56.9,Easy,Low
1.7,121.8,51.6,Hard,Low
2.9,83.3,67.4,Easy,Low
2.1,161.4,59.1,Hard,Low
17.7,5.6,3.2,Hard,High
16.1,7.5,3.8,Medium,High
8.1,51.4,68.7,Medium,Low
12.0,14.4,37.8,Easy,Medium
14.2,47.4,39.9,Medium,Low
7.2,13.4,2.9,Hard,High
17.5,5.5,16.5,Hard,High
6.5,67.7,68.3,Easy,Low
14.8,59.8,43.3,Hard,Low
10.7,29.4,30.0,Medium,Medium
13.1,10.8,62.5,Medium,Medium
16.9,17.8,26.3,Easy,Medium
5.9,15.3,36.3,Medium,Low
6.8,148.2,59.9,Medium,Low
4.1,79.6,72.4,Hard,Low
11.1,6.6,0.5,Easy,High
3.0,88.1,68.3,Easy,Low
18.7,10.8,39.9,Easy,Low
10.0,12.8,3.5,Easy,Medium
17.6,10.0,1.6,Easy,High
7.4,45.6,58.9,Medium,Low
7.9,24.6,21.4,Easy,Low
3.0,133.9,92.6,Hard,Low
5.8,44.3,68.8,Hard,Low
10.9,18.2,38.6,Hard,Medium
7.5,123.0,40.8,Medium,Low
13.7,57.7,25.4,Easy,Low
6.5,30.8,41.5,Hard,Low
10.4,3.3,17.7,Medium,Low
7.0,26.9,57.0,Hard,Low
9.2,51.7,89.0,Medium,Low
12.0,12.0,26.1,Easy,Medium
10.2,34.0,59.8,Medium,Low
9.5,19.8,0.3,Medium,Medium
8.2,60.1,97.2,Hard,Low
5.9,123.2,53.2,Hard,Low
9.1,80.4,92.9,Hard,Low
7.4,42.8,39.5,Medium,Low
8.5,123.6,71.0,Hard,Low
19.7,14.7,33.3,Easy,High
14.2,59.5,63.4,Hard,Low
3.3,152.2,72.1,Medium,Low
3.2,147.6,68.4,Medium,Low
14.2,1.4,38.9,Medium,High
2.9,123.2,93.7,Hard,Low
9.5,15.4,24.0,Medium,Low
2.9,150.4,68.4,Medium,Low
5.1,87.7,70.1,Easy,Low
12.3,3.2,27.9,Medium,High
16.5,10.9,24.5,Medium,High
4.0,65.2,43.8,Easy,Low
5.4,23.5,44.9,Easy,Low
5.5,122.4,97.9,Hard,Low
10.0,3.6,21.8,Hard,High
8.6,25.7,45.4,Easy,Low
9.6,43.3,57.4,Easy,Low
8.6,18.5,12.6,Medium,Medium
12.6,25.2,28.0,Medium,Medium
10.7,21.3,27.8,Easy,Medium
3.1,134.4,54.5,Medium,Low
7.7,134.9,47.2,Hard,Low
7.1,28.0,50.7,Hard,Low
10.2,5.2,15.4,Medium,High
2.4,126.7,66.5,Medium,Low
13.9,13.5,5.1,Hard,High
15.9,5.7,38.2,Hard,High
6.3,44.4,43.8,Easy,Low
17.7,3.3,20.4,Hard,High
11.8,34.7,37.8,Easy,Low
18.2,8.8,27.8,Medium,High
19.9,10.6,31.5,Medium,High
3.0,47.5,23.4,Hard,Low
2.4,135.6,67.6,Easy,Low
7.2,138.5,78.3,Hard,Low
5.7,42.8,63.9,Medium,Low
6.4,146.3,87.7,Easy,Low
14.4,15.5,23.8,Easy,Medium
5.5,12.3,3.8,Medium,Medium
3.9,74.5,73.2,Easy,Low
13.1,8.1,29.3,Easy,High
18.8,5.8,31.7,Easy,High
2.2,136.0,71.5,Easy,Low
10.0,22.3,63.6,Easy,Low
13.8,14.1,21.0,Medium,High
5.8,27.1,63.1,Easy,Low
7.5,4.7,19.6,Medium,High
7.9,119.3,77.5,Hard,Low
5.4,14.2,22.6,Easy,Low
11.0,38.6,56.5,Hard,Low
2.0,41.4,95.0,Easy,Low
5.0,9.3,34.4,Easy,Medium
9.9,144.6,65.3,Medium,Low
1.4,117.4,44.4,Hard,Low
7.9,92.6,47.3,Medium,Low
6.8,119.7,66.9,Medium,Low
8.6,34.7,61.3,Medium,Low
13.5,1.6,28.1,Hard,High
11.5,59.8,43.9,Medium,Low
15.9,9.2,18.2,Easy,High
5.6,69.2,42.6,Easy,Low
7.3,38.3,39.0,Hard,Low
7.9,25.4,63.8,Hard,Low
12.4,2.0,8.8,Medium,High
11.0,58.1,41.4,Easy,Medium
13.4,48.1,31.4,Easy,Low
7.4,12.0,11.1,Medium,Medium
15.4,6.3,20.8,Hard,High
6.8,11.7,39.2,Medium,Medium
6.2,38.1,26.8,Medium,Low
8.1,11.7,27.2,Easy,Medium
11.3,59.9,52.0,Medium,Low
11.8,40.9,29.3,Easy,Low
10.6,52.3,23.8,Medium,Low
1.4,115.6,53.2,Hard,Low
9.5,165.4,44.5,Hard,Low
7.8,20.6,41.5,Medium,Low
4.7,18.2,54.8,Hard,Low
3.0,36.7,37.4,Easy,Low
5.5,57.2,71.8,Hard,Medium
7.2,58.4,60.3,Easy,Low
8.0,90.8,41.8,Hard,Low
19.9,17.0,14.0,Hard,High
18.9,10.5,17.5,Hard,High
1.8,73.3,62.1,Hard,Low
2.5,63.1,70.5,Medium,Low
4.1,146.8,65.1,Hard,Low
19.9,7.4,6.9,Medium,High
4.3,45.9,95.2,Easy,Low
9.1,44.1,33.1,Easy,Low
13.7,33.3,69.7,Medium,Low
5.8,43.9,44.2,Medium,Low
9.8,98.0,88.3,Easy,Low
13.3,18.7,1.9,Easy,Medium
2.2,77.5,81.7,Easy,Low
2.8,91.8,58.1,Hard,Medium
3.1,151.6,96.8,Easy,Low
5.6,12.2,42.9,Hard,Medium
5.2,23.4,46.2,Medium,Low
7.6,17.2,18.9,Medium,Medium
5.3,151.0,92.9,Hard,Low
19.9,14.2,19.7,Medium,High
5.3,13.5,16.2,Medium,Medium
5.0,45.4,67.9,Hard,Low
6.9,50.5,73.9,Hard,Low
9.9,9.8,30.2,Medium,High
15.6,7.7,12.2,Hard,High
4.8,164.5,93.1,Hard,Low
2.6,117.5,94.1,Easy,Low
10.3,38.1,35.3,Medium,Low
6.5,68.4,83.6,Hard,Low
11.8,48.5,22.0,Medium,Low
5.9,44.8,34.7,Medium,Low
14.3,31.5,39.5,Hard,Medium
6.3,6.3,3.6,Medium,High
5.8,0.6,21.0,Medium,High
13.2,0.6,32.7,Easy,High
1.3,89.0,68.2,Easy,Low
16.7,5.1,24.1,Medium,High
7.1,111.5,58.5,Easy,Medium
7.0,49.4,55.0,Hard,Low
13.3,27.9,45.2,Easy,Low
7.1,142.5,77.2,Hard,Low
6.2,129.6,73.7,Hard,Low
8.3,29.4,30.3,Hard,Medium
17.2,8.4,28.2,Medium,High
2.2,164.8,62.2,Medium,Low
18.4,12.0,32.0,Easy,High
8.2,81.6,79.9,Hard,Low
9.4,19.9,23.4,Easy,Medium
16.0,15.4,19.7,Hard,High
13.2,11.0,9.9,Medium,High
4.7,46.7,40.4,Easy,Low
5.9,9.2,6.9,Hard,High
8.9,42.5,74.5,Hard,Low
11.0,15.4,16.2,Medium,Medium
5.6,20.6,48.0,Hard,Low
9.3,16.8,39.9,Hard,Medium
16.2,20.0,2.9,Hard,High
11.2,57.6,33.5,Easy,Low
4.0,64.7,91.9,Hard,Low
5.3,17.1,2.3,Hard,Medium
3.4,26.6,53.3,Hard,Low
13.6,17.3,13.1,Medium,High
4.0,58.9,68.6,Medium,Low
12.3,41.5,36.9,Medium,Low
9.6,150.2,62.4,Hard,Low
7.8,145.2,40.7,Medium,Low
4.6,95.8,44.7,Easy,Low
9.9,0.8,18.5,Easy,High
7.8,53.0,62.9,Medium,Low
9.5,10.4,44.6,Hard,High
13.1,3.0,34.1,Easy,Medium
4.6,32.4,34.5,Medium,Low
9.3,76.0,62.9,Easy,Low
2.4,77.6,40.2,Easy,Low
9.3,68.5,96.8,Hard,Low
11.0,3.1,10.5,Easy,High
11.9,16.2,67.2,Medium,Low
12.7,4.5,21.6,Easy,High
8.1,131.6,44.4,Easy,Low
5.7,26.7,67.9,Hard,Low
9.0,55.8,20.6,Medium,Low
19.6,6.8,29.7,Hard,High
17.2,1.2,22.3,Medium,High
9.6,143.4,50.1,Medium,Low
7.8,26.1,37.4,Hard,Low
7.8,112.7,50.5,Medium,Low
9.7,87.1,99.9,Medium,Low
9.4,87.8,46.4,Medium,Low
16.3,4.9,0.2,Easy,High
8.0,55.0,58.5,Hard,Low
9.4,40.3,45.9,Easy,Low
16.6,3.2,36.2,Easy,High
4.5,80.8,77.0,Hard,Low
6.0,141.1,44.4,Medium,Low
9.9,14.0,5.7,Medium,High
6.1,7.3,3.1,Easy,Medium
7.1,3.1,18.9,Medium,High
8.1,128.8,68.6,Medium,Low
6.1,150.2,61.9,Medium,Low
3.7,36.1,31.4,Easy,Low
5.3,50.1,43.7,Medium,Low
15.8,11.5,26.6,Hard,High
17.3,8.0,4.7,Hard,High
10.9,57.8,37.4,Medium,Low
11.7,17.6,32.9,Hard,Medium
9.8,150.7,88.6,Easy,Low
10.6,16.6,24.4,Medium,Medium
7.9,47.6,79.1,Hard,Low
6.3,17.1,24.1,Easy,Low
4.7,46.7,83.0,Easy,Low
5.8,9.2,35.3,Hard,Medium
11.1,10.8,15.0,Hard,High
14.1,58.0,66.7,Hard,Low
7.8,5.8,28.6,Medium,Low
11.6,46.0,52.2,Easy,Low
2.2,41.3,59.4,Easy,Low
6.7,47.7,96.0,Medium,Low
6.0,13.8,24.8,Hard,Medium
5.4,31.2,22.4,Hard,Low
5.5,51.4,56.6,Easy,Low
5.6,125.8,41.1,Hard,Low
15.4,12.7,38.4,Easy,Medium
8.2,50.5,67.3,Hard,Low
12.1,47.8,61.7,Hard,Low
6.8,67.2,81.4,Hard,Low
1.5,134.2,58.8,Hard,Low
2.2,124.1,57.6,Hard,Low
9.1,126.7,76.9,Medium,Low
13.4,10.1,16.7,Easy,High
14.4,38.7,39.4,Medium,Low
3.3,57.5,39.0,Easy,Low
8.0,3.6,37.7,Medium,High
9.3,154.5,53.8,Easy,Low
4.0,109.9,80.5,Easy,Low
8.9,22.1,33.7,Hard,Low
1.7,45.5,81.0,Easy,Low
12.3,10.3,60.3,Easy,Medium
10.6,48.5,53.2,Medium,Low
17.5,1.8,25.9,Easy,Low
5.5,11.2,38.5,Medium,Medium
10.0,4.5,19.5,Hard,High
5.7,11.5,11.9,Medium,Medium
12.5,17.4,0.6,Medium,High
6.5,114.6,70.6,Easy,Low
4.7,41.8,58.1,Hard,Low
2.3,82.1,94.0,Easy,Low
13.2,15.0,9.0,Easy,Medium
13.0,13.2,6.5,Easy,High
13.4,10.7,34.9,Hard,High
9.2,6.6,19.0,Easy,High
4.5,13.9,25.5,Easy,Low
19.5,12.6,30.9,Hard,High
6.3,46.8,54.5,Hard,Low
9.9,47.5,71.8,Medium,Low
7.0,9.4,19.2,Easy,Medium
6.4,55.6,62.1,Easy,Low
2.6,49.4,55.1,Easy,Low
2.5,116.6,59.4,Easy,Low
9.6,73.6,90.1,Easy,Low
12.2,16.6,33.4,Easy,Medium
10.1,12.1,9.1,Hard,Low
19.9,15.0,18.1,Medium,High
9.2,78.8,52.7,Medium,Low
4.1,115.1,49.8,Medium,Low
6.5,17.9,4.0,Medium,Medium
8.8,4.5,29.4,Easy,High
3.6,88.8,77.9,Easy,Low
13.7,13.4,25.6,Easy,Medium
8.7,97.6,66.6,Medium,Low
9.6,45.1,24.9,Easy,Low
15.2,12.2,10.5,Hard,High
7.8,146.2,57.9,Hard,Low
13.3,51.5,30.3,Easy,Low
3.7,58.0,51.1,Hard,High
6.5,139.4,89.5,Medium,Low
6.6,4.6,12.1,Medium,High
2.1,76.1,66.3,Easy,Low
2.4,103.7,95.4,Medium,Low
9.4,9.2,34.5,Easy,Medium
4.7,70.9,73.3,Easy,Low
11.4,48.5,46.4,Medium,Low
7.5,110.3,73.5,Easy,Low
7.5,52.4,71.9,Hard,Low
13.4,6.2,30.7,Medium,High
18.5,4.5,18.5,Medium,High
3.4,142.4,81.9,Hard,Low
1.3,100.6,78.8,Hard,Low
3.7,118.0,46.5,Hard,Low
3.9,56.3,47.3,Medium,Low
9.9,58.0,52.6,Medium,Low
10.4,15.8,21.1,Hard,High
8.1,13.4,54.3,Easy,Low
9.4,26.0,25.1,Medium,Medium
9.6,61.9,76.0,Hard,Low
6.2,10.2,16.9,Medium,Low
4.8,73.2,63.3,Medium,High
7.1,42.7,62.7,Easy,Low
6.4,31.9,30.1,Medium,Low
9.1,11.4,66.1,Hard,Medium
6.8,155.6,58.5,Easy,Low
4.0,35.2,48.5,Hard,Low
8.9,45.4,55.3,Easy,Low
4.6,86.7,67.0,Medium,Low
5.5,138.9,70.6,Hard,Low
5.7,162.5,85.0,Easy,Low
6.6,17.6,31.2,Hard,Medium
13.3,36.7,48.0,Hard,Low
11.6,3.1,12.5,Hard,High
6.0,54.8,36.7,Hard,Low
14.9,42.4,20.1,Hard,Medium
10.9,7.2,21.4,Hard,High
8.0,140.5,94.8,Medium,Low
13.7,16.8,52.0,Medium,Medium
3.5,55.9,52.2,Hard,Low
5.7,115.0,84.2,Medium,Low
14.7,49.5,30.7,Medium,Low
9.7,128.4,80.5,Medium,Low
6.2,59.1,95.5,Hard,Low
3.7,75.7,96.5,Easy,Low
10.7,49.7,35.3,Hard,Low
8.7,13.7,42.1,Hard,Medium
9.1,4.9,10.9,Easy,High
10.8,19.3,31.1,Medium,Medium
6.0,13.3,36.0,Easy,Low
6.4,54.6,76.9,Easy,Low
5.5,132.7,98.5,Hard,Low
12.5,9.6,11.8,Easy,High
12.2,53.2,69.2,Easy,Low
8.8,118.3,92.8,Medium,Low
3.4,11.2,26.1,Easy,Low
14.9,9.0,39.1,Easy,High
12.4,23.1,41.3,Hard,High
4.3,128.6,87.8,Medium,Low
6.6,15.1,45.6,Easy,Low
9.7,20.7,69.9,Medium,Low
11.3,34.0,24.7,Hard,Medium
9.7,62.8,91.9,Medium,Low
1.6,76.5,51.6,Easy,Low
10.6,20.2,62.9,Medium,Low
12.4,2.6,28.0,Medium,High
5.9,11.0,1.0,Easy,Medium
6.1,124.0,49.5,Easy,Low
6.1,49.3,55.0,Easy,Low
9.2,28.3,69.7,Medium,Low
4.2,115.7,44.5,Medium,Low
6.9,41.7,61.2,Easy,Low
4.2,25.6,51.4,Hard,Low
13.5,2.2,7.0,Medium,Low
9.4,18.3,20.8,Medium,Medium
9.2,11.3,24.3,Hard,High
3.2,135.8,67.7,Hard,Low
11.8,16.0,56.8,Hard,Medium
11.7,35.8,52.6,Hard,Low
7.3,96.1,47.3,Medium,Low
7.2,57.5,59.7,Medium,Low
16.9,5.1,6.0,Easy,High
8.8,105.7,98.0,Medium,Low
3.1,57.2,37.8,Easy,Low
8.7,19.9,37.1,Medium,Medium
3.9,57.4,96.8,Hard,Low
6.5,61.5,84.9,Medium,Low
9.8,79.9,66.6,Hard,Low
10.6,14.0,23.7,Medium,Medium
8.9,13.9,25.3,Hard,Medium
6.8,17.3,16.1,Easy,Medium
8.1,145.2,43.5,Medium,Low
13.9,8.0,34.7,Easy,High
14.6,34.2,50.3,Hard,Medium
15.8,0.8,22.0,Hard,High
5.4,15.5,6.1,Easy,Medium
9.7,4.5,16.4,Medium,High
5.4,105.6,93.1,Medium,Low
2.3,136.9,49.6,Easy,Low
10.9,49.2,66.2,Medium,Low
7.9,19.3,20.3,Medium,Medium
17.9,9.7,0.2,Medium,High
10.9,4.1,15.1,Hard,High
10.5,56.1,68.9,Hard,Low
7.3,7.8,17.4,Hard,High
9.4,40.7,56.5,Easy,Low
1.3,89.1,52.0,Medium,Low
5.2,46.7,68.6,Easy,Low
6.8,130.2,85.3,Hard,Low
7.0,39.3,40.8,Easy,Low
11.8,39.8,24.7,Hard,Medium
17.7,14.2,18.5,Medium,High
4.5,33.0,63.1,Hard,Low
7.4,129.6,57.8,Medium,Low
16.9,10.8,35.0,Hard,High
5.6,18.3,30.0,Easy,Low
4.1,104.4,47.0,Easy,Low
5.0,112.7,90.8,Medium,Low
9.0,8.6,18.1,Medium,High
8.1,115.6,66.1,Hard,Low
13.9,11.6,35.4,Hard,High
9.7,91.8,50.3,Easy,Low
19.1,6.8,23.0,Easy,High
9.0,16.8,54.3,Hard,Medium
12.5,27.4,62.6,Easy,Low
11.4,14.6,11.9,Medium,Medium
5.5,25.1,51.9,Medium,Low
4.5,39.5,68.5,Medium,Low
7.2,9.5,26.2,Easy,Medium
1.9,109.9,68.8,Medium,Low
7.3,78.3,91.6,Hard,Low
10.2,52.2,34.4,Easy,Low
3.4,53.5,38.3,Hard,Low
9.9,62.1,98.3,Medium,Low
5.7,132.0,86.1,Hard,Low
14.7,16.7,23.7,Easy,Medium
5.1,11.2,27.5,Medium,Low
17.8,16.3,11.6,Medium,High
10.7,26.0,40.4,Easy,Low
6.0,13.1,13.9,Medium,Medium
12.0,30.3,22.1,Medium,Medium
5.7,39.7,66.3,Medium,Low
9.7,77.3,71.1,Medium,Low
16.8,3.1,0.7,Medium,High
14.9,19.1,49.6,Hard,Medium
11.4,13.0,22.1,Easy,Medium
10.8,8.9,4.9,Easy,High
17.7,19.2,23.8,Hard,High
7.0,18.8,36.3,Hard,Medium
4.2,73.3,73.4,Medium,Low
3.9,17.2,67.5,Medium,Low
4.7,117.0,47.3,Easy,Low
12.0,42.3,33.0,Hard,Low
17.6,15.4,19.5,Easy,High
1.4,93.5,99.5,Easy,Low
6.4,56.6,69.5,Hard,Low
8.1,1.0,15.3,Hard,High
2.7,111.6,77.1,Hard,Low
3.5,37.6,69.1,Hard,Low
13.0,20.0,36.7,Easy,Medium
7.4,86.5,89.3,Easy,High
7.8,15.1,44.2,Hard,Medium
6.9,67.2,53.5,Hard,Low
4.1,57.7,57.0,Easy,Low
10.7,41.7,48.9,Easy,High
3.9,138.5,49.7,Hard,Low
9.4,122.0,65.3,Easy,Low
2.0,102.3,78.7,Medium,Low
3.9,77.7,97.1,Easy,Low
8.1,108.9,78.9,Medium,Low
10.0,13.5,68.3,Hard,Medium
